country_code,name,type,gender,population
CZ,Ládiová,lastname,F,1
PL,Łonczna,lastname,F,1
CZ,Kopeňová,lastname,F,9
PL,Garska,lastname,F,680
CZ,Truc,lastname,M,24
CZ,Shbatová,lastname,F,1
PL,Buchlik,lastname,,2
CZ,Kohlert,lastname,M,17
CZ,Hangyová,lastname,F,10
PL,Cudnikowska,lastname,,
PL,Swiądro,lastname,,
PL,Żujko,lastname,,2
PL,Kurkelewicz,lastname,,4
CZ,Welschmid,lastname,M,2
HU,Temesvári-Nagy,lastname,U,3
SK,Bányi,lastname,,90
PL,Mazawska,lastname,,1
SK,Bariová,firstname,,
CZ,Síleš,lastname,M,12
CZ,Agia,lastname,M,4
CZ,Stephen Joe,firstname,,1
CZ,Vendler,lastname,M,40
CZ,Coulsonová,lastname,F,1
PL,Czepań,lastname,,1
HU,Levéd,firstname,M,1
PL,Siemborg,lastname,,1
CZ,Paisrtová,lastname,F,2
HU,Édua Lili,firstname,F,1
PL,Dolezi,lastname,,1
CZ,Konašek,lastname,M,6
HU,Krassó,lastname,U,18
PL,Kubów,lastname,,645
CZ,Žukovskij,lastname,M,1
PL,Żandarmska,lastname,F,14
HU,Fockter,lastname,U,33
PL,Segieth,lastname,,36
HU,Lizett Lili,firstname,F,1
SK,Pravoslav,firstname,M,
PL,Tobur,lastname,,6
CZ,Sötét,lastname,M,2
HU,Szuloczki,lastname,U,6
HU,Badényi,lastname,U,33
PL,Frejndorf,lastname,,3
PL,Wanderlich,lastname,,1
CZ,Mahlej,lastname,M,4
HU,Dr. Vízhányó,lastname,U,3
CZ,Danková Capůrková,lastname,F,1
PL,Zielesiński,lastname,M,2
PL,Piechniak-Buczkowska,lastname,F,9
CZ,Welk,lastname,M,6
CZ,Kolomyjčuková,lastname,F,1
CZ,Lisztvanová,lastname,F,4
CZ,Šurgot,lastname,M,4
PL,Kogucik,lastname,,39
PL,Bawitczyk,lastname,,
CZ,Výmyslická,lastname,M,3
PL,Cofałka,lastname,,102
HU,Deli,lastname,U,2757
CZ,Paříková Matysová,lastname,F,1
PL,Grzib,lastname,,9
CZ,Iovlev,lastname,M,1
PL,Karbowiec,lastname,,
PL,Niczyński,lastname,M,8
HU,Ladvánszki,lastname,U,6
PL,Synenka,lastname,,4
PL,Zdybelska,lastname,F,4
SK,Hajnárová,lastname,,48
CZ,Butala,lastname,M,23
PL,Bietryszyn,lastname,,
PL,Porak,lastname,,
HU,Odette,firstname,,8
HU,Lisku,lastname,U,84
CZ,Kopriva,lastname,M,7
HU,Pánczer,lastname,U,3
SK,Kálna,lastname,,14
CZ,Ioannuová,lastname,F,1
CZ,Justine Ines,firstname,,1
HU,Freya Nicole,firstname,,1
SK,Virtašová,lastname,,6
SK,Fernezová,lastname,,61
CZ,Šimková Vitverová,lastname,F,1
PL,Giejsztor,lastname,,13
PL,Grabuńska,lastname,,
PL,Łowczy,lastname,,14
PL,Kulgajuk,lastname,,24
CZ,Petříček,lastname,M,740
CZ,Kniebügl,lastname,M,1
HU,Mezeiné Tóth,lastname,F,3
PL,Szczeponkowska,lastname,,
PL,Dziallasz,lastname,,1
PL,Konobrecki,lastname,M,2
HU,Villő Emese,firstname,F,1
PL,Lerwa,lastname,,3
PL,Klimo,lastname,,1
CZ,Blahatěšínská,lastname,M,1
PL,Kołtarz,lastname,,
PL,Vadi,firstname,M,1
CZ,Duintjer Tebbens Novotná,lastname,M,1
PL,Strucka,lastname,F,62
PL,Śmiełkowski,lastname,M,3
CZ,Indrová Houserová,lastname,F,1
CZ,Sentešiová,lastname,F,4
PL,Bałaj,lastname,,119
HU,Richard Mozes,firstname,,1
HU,Schimek,lastname,U,9
HU,Batiz Kis-Bandi,lastname,U,3
PL,Graus,lastname,,1
CZ,Schüsslerová,lastname,F,2
SK,Pepriková,lastname,,3
PL,Roszykiewicz,lastname,,75
CZ,Hochšteiger,lastname,M,5
PL,Goersdorf,lastname,,2
SK,Mikloska,lastname,,
PL,Szłudłapski,lastname,M,1
HU,Szilvia Tea,firstname,F,1
PL,Zerko,lastname,,6
CZ,Oaklandová,lastname,F,2
CZ,Porkát,lastname,M,9
PL,Kostyszek,lastname,,
PL,Kent,lastname,,1
CZ,Deabisová,lastname,F,8
SK,Ľachký,lastname,,50
PL,Hohaus,lastname,,5
CZ,Kateřina Amálie,firstname,,2
HU,Miczi,lastname,U,168
PL,Zemajtuk,lastname,,1
PL,Saudzińska,lastname,,
PL,Kiermacz,lastname,,75
PL,Prącikowska,lastname,,1
CZ,Hankécyová,lastname,F,2
PL,Jeranas,lastname,,1
CZ,Stefana,firstname,,2
CZ,Paťek,lastname,M,1
PL,Strułyńska,lastname,,
PL,Ryczyk,lastname,,
PL,Pudołowska,lastname,,
HU,Ráchel Gökcen,firstname,F,1
PL,Różkowicz,lastname,,14
CZ,Vyková,lastname,F,19
CZ,Geriová,lastname,F,1
HU,Bartlinszki,lastname,U,3
CZ,Belačíková,lastname,F,6
CZ,Králová Koutná,lastname,M,1
CZ,Zscherpová,lastname,F,8
CZ,Bridiš,lastname,M,4
PL,Bezpiętna,lastname,,
PL,Damarecka,lastname,,1
CZ,Lachsová,lastname,F,6
HU,Sergyán,lastname,U,27
PL,Parkota,lastname,,
HU,Gfesser,lastname,U,
SK,Podlesný,firstname,,
PL,Kośniowski,lastname,M,54
PL,Razicka,lastname,F,2
SK,Andrašiová,lastname,,22
SK,Fojtíková,firstname,,
PL,Ropelska,lastname,F,73
HU,Akszin,lastname,U,
PL,Rardysz,lastname,,
CZ,Kanyitur,lastname,M,3
SK,Krasnomir,firstname,M,
PL,Zachciał,lastname,,367
PL,Drogasiewicz,lastname,,
SK,Mosler,firstname,,
SK,Tupica,firstname,,
SK,Lech,firstname,,
HU,Obeda,lastname,U,27
HU,Klementína,firstname,,3
PL,Chudynowicz,lastname,,
HU,Ella Rózsa,firstname,F,1
PL,Gommert,lastname,,4
SK,Galbička,lastname,,50
CZ,Perútková,lastname,F,38
HU,Lucas Patrice,firstname,,1
HU,Boróka Emő,firstname,F,1
CZ,Jakubiecová,lastname,F,3
PL,Goługa,lastname,,1
PL,Passek,lastname,,24
